unit_nr,event,time,s_0,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13
107,1,144,144.0,71.60000000000002,10368.0,4253.870000000009,6056.529999999994,2563.2799999999947,497664.00000000035,310537.5533333334,-8517.826666666306,129890.3141166667,440329.0733333328,44796.46376666678,194425.5421166659,61176.94933333363
108,1,155,155.0,55.299999999999955,12012.5,3131.719999999996,5439.779999999999,1529.044999999996,620645.8333333334,243559.71666666627,-1702.833333333048,109191.0380500001,422434.36666666705,-45197.96010000031,173008.89704999988,28185.396166666713
109,1,219,219.0,0.32000000000005,23980.5,-6347.9799999999905,6418.059999999996,0.05119999999348579,1750576.5000000016,-680011.1366666654,-30185.346666666566,199105.16473333267,717870.2433333335,-400241.6830666663,201147.73113333317,0.005461333529563451
110,1,220,220.0,-92.40999999999997,24200.0,-5888.625000000005,-14441.574999999992,4269.804049999995,1774666.6666666684,-570312.4816666674,-154872.53666666694,174839.86318333395,-1511136.9816666653,194488.10988333306,570028.9179333316,-131524.19742016637
111,1,199,199.0,50.22000000000003,19800.5,6223.210000000008,3770.5700000000015,1261.0242000000019,1313433.1666666667,601385.1900000004,35648.41000000028,186423.10165000003,357347.5100000006,-60316.5970999996,124837.31124999988,21109.54510799986
112,1,377,377.0,35.89999999999998,71064.5,24120.509999999984,-10586.21000000003,644.4049999999943,8930438.833333345,4549896.893333334,-6361.516666667975,941835.156116665,-1992319.8266666713,-1017744.0032333354,318849.53211666667,7711.3798333334125
113,1,231,231.0,-57.229999999999905,26680.5,-6982.414999999996,-6237.7149999999865,1637.6364499999977,2054398.5000000026,-788029.498333331,-36878.868333333965,216209.4388999999,-702016.6483333325,-32815.26735000056,194899.8484000001,-31240.644677833217
114,1,202,202.0,1.8400000000000318,20402.0,5158.380000000002,-4786.699999999985,1.6927999999987833,1373734.666666667,454508.8966666669,132974.96666666673,166289.04171666587,-549944.1833333318,-323086.664233333,157139.56811666646,1.03825066684567
115,1,205,205.0,-57.07000000000005,21012.5,-5980.735000000007,-5718.615000000003,1628.4924500000031,1435854.1666666672,-592659.1216666674,-40732.431666666576,180169.60534999962,-565791.821666667,-19018.664249999347,172690.01115000006,-30979.354707166985
116,1,206,206.0,88.77999999999997,21218.0,13316.980000000001,4971.699999999993,3940.9441999999985,1456969.333333334,1399896.6766666668,-56495.47333333343,522559.1642500001,540332.8366666662,137163.1558999998,152112.18505000003,116625.67535866663
117,1,176,176.0,72.38,15488.0,5342.409999999993,7396.470000000003,2619.4321999999966,908629.3333333326,458113.5433333325,24037.073333333166,160725.8775166667,638870.8233333336,65231.88076666664,235062.30891666675,63198.167545333745
118,1,343,343.0,-53.370000000000005,58824.5,-10439.134999999978,-7866.774999999988,1424.1784499999944,6725601.166666675,-1756810.4850000048,-67002.33499999571,321083.1608833303,-1315650.7449999985,-85029.68681666601,252439.73428333184,-25336.134625499566
119,1,173,173.0,-91.70000000000005,14964.5,-4797.179999999989,-11066.920000000004,4204.445,862952.8333333327,-426860.12333333323,23808.106666666943,144798.57844999916,-969192.6333333347,150304.24909999978,432266.15745000023,-128515.86883333363
120,1,128,128.0,-5.430000000000064,8192.0,-4471.905000000008,3776.8649999999975,14.742449999998755,349525.3333333334,-303658.5950000005,34913.34999999989,146653.0880000001,224262.68499999982,-269023.7318499999,124257.67744999976,-26.683834499868624
121,1,209,209.0,107.08999999999992,21840.5,13023.974999999993,9357.834999999994,5734.13404999999,1521554.8333333342,1383772.8383333317,-45534.901666666534,501760.2104333331,1000661.2083333328,391217.06188333215,305456.74413333286,204689.471804833
122,1,184,184.0,94.33999999999992,16928.0,11577.319999999998,5781.239999999995,4450.017799999997,1038250.6666666656,1045247.0933333326,39732.69333333377,458624.8659833322,512007.7333333327,174954.6368333328,185223.77238333356,139938.226417333
123,1,225,225.0,0.82000000000005,25312.5,-6983.689999999989,7168.190000000006,0.336200000001565,1898437.500000002,-784703.0633333317,-1924.123333333532,221348.22809999972,807383.4366666669,-448423.0820000003,227150.49890000006,0.09189466664167309
124,1,266,266.0,-53.559999999999945,35378.0,-7851.490000000002,-6395.469999999986,1434.3367999999962,3136849.3333333307,-1061984.296666668,35472.253333331435,240045.2706833329,-868333.6366666653,-59564.73696666677,201053.05508333293,-25607.693002666052
125,1,167,167.0,-4.1200000000000045,13944.5,-4425.250000000007,3737.2100000000023,8.487200000001621,776243.8333333329,-384245.676666667,29474.603333333023,134102.23553333344,297319.73333333357,-249972.44106666688,117287.56793333338,-11.655754666633584
126,1,198,198.0,13.830000000000041,19602.0,-6262.465000000005,9000.805000000008,95.63445000000002,1293732.0,-659190.6249999993,78413.17999999972,188404.09023333315,851873.1050000002,-463418.07141666673,293949.60228333384,440.8748145000063
127,1,255,255.0,69.48000000000002,32512.5,6948.019999999999,10769.380000000001,2413.7352,2763562.499999999,860828.8300000003,50087.439999999675,207725.0028500001,1348052.2300000025,67298.42390000037,340479.0492499997,55902.10723200021
128,1,302,302.0,69.17999999999995,45602.0,7952.500000000013,12939.859999999991,2392.9361999999965,4590601.333333329,1159590.0499999996,82474.90000000164,241781.31023333277,1912681.4099999974,66591.32953333239,414294.092633332,55181.10877199994
129,1,201,201.0,0.7699999999999818,20200.5,-5282.734999999998,5437.505000000001,0.2964499999961845,1353433.5000000002,-547582.3516666667,33334.968333333134,156823.72966666636,529801.7683333338,-317715.165283333,160951.02206666628,0.07608883347711526
130,1,181,181.0,-68.17000000000007,16380.5,-7397.144999999993,-4941.625000000007,2323.5744500000037,988290.1666666657,-632733.1416666675,-73416.96166666603,224425.68368333232,-410508.5816666676,55412.007283333776,140729.28448333347,-52799.35675216704
131,1,279,279.0,59.940000000000055,38920.5,7683.270000000012,9039.990000000005,1796.401799999999,3619606.4999999953,1113497.0800000022,-83361.83000000015,236896.11559999987,1302759.5200000003,-13257.027399999344,277557.01399999927,35892.107964
132,1,182,182.0,94.85000000000002,16562.0,11564.404999999993,5698.295000000002,4498.26125,1004761.3333333323,1058625.2183333335,-12528.726666666818,451208.7449666662,524809.2083333336,194466.32431666652,173008.47821666673,142220.02652083285
133,1,158,158.0,-5.339999999999918,12482.0,-5645.499999999995,4801.7800000000025,14.257800000001307,657385.3333333333,-424679.29999999946,-42630.40000000021,175626.4860999999,400655.82000000036,-321106.00219999976,147732.2485000003,-25.378884000054924
134,1,246,246.0,-33.39999999999998,30258.0,6914.129999999988,-15130.529999999984,557.7800000000011,2481156.0000000005,845875.2733333316,9125.433333332609,204433.45674999937,-1865617.906666665,-639798.8554999994,572579.2787499998,-6209.950666666744
135,1,293,293.0,-54.02999999999997,42924.5,-7881.805000000018,-7948.984999999981,1459.62045,4192292.8333333265,-1087308.4250000014,-134752.01500000103,239571.7598166687,-1097150.294999997,-53289.59548333397,241386.62751666617,-26287.764304499626
136,1,159,159.0,-4.740000000000009,12640.5,-5082.760000000001,4329.099999999994,11.23379999999716,669946.4999999999,-350305.48999999964,-107547.85999999999,148189.4825333333,397937.37999999966,-272286.6826666665,125883.37433333292,-17.74940400002969
137,1,147,147.0,0.8500000000000227,10804.5,-4502.654999999997,4627.604999999995,0.36124999999671914,529420.5000000003,-325185.5883333329,-11519.108333333676,138067.76500000022,345888.5216666664,-279962.7867499998,141948.1254999997,0.10235416668908215
138,1,199,199.0,-12.069999999999936,19800.5,-8329.685,5927.755000000012,72.84244999999282,1313433.1666666667,-853368.2916666663,49129.26833333355,261285.3073999997,565246.988333335,-422031.31685000024,175241.65699999966,-293.06945716642076
139,1,193,193.0,36.60000000000002,18624.5,12029.639999999998,-4965.839999999989,669.7800000000029,1198176.1666666663,1167181.6700000002,-12642.820000000096,457335.62021666596,-472882.1499999991,-474386.4164333326,146318.3362166666,8171.316000000079
140,1,213,213.0,13.690000000000055,22684.5,-6469.8249999999925,9385.795,93.70805000000132,1610599.5000000012,-710139.1683333316,42205.61166666706,200368.99209999968,978484.3616666665,-489309.88844999875,308900.7110000002,427.62106816676896
141,1,162,162.0,36.39999999999998,13122.0,9791.070000000003,-3894.2700000000077,662.4800000000012,708587.9999999998,800310.2166666668,-14467.09333333339,373791.62918333407,-308202.3233333337,-391188.31036666717,124718.44118333358,8038.090666666512
142,1,207,207.0,-56.539999999999964,21424.5,-5788.910000000004,-5914.870000000001,1598.3858,1478290.5000000007,-597843.1533333325,-2618.063333333985,169292.88206666685,-610880.0133333332,-11280.792733333894,172853.7712666668,-30124.244377333507
143,1,165,165.0,39.139999999999986,13612.5,10947.439999999988,-4489.339999999995,765.9697999999989,748687.4999999997,903522.1333333325,-716.666666666925,432583.3780166659,-370012.21666666644,-436683.9544333328,130485.59341666654,9993.352657333264
144,1,223,223.0,-92.07000000000005,24864.5,-6405.735000000005,-14125.874999999996,4238.44245,1848261.1666666686,-713778.3350000009,-922.2349999999584,198552.5850833333,-1574573.9450000005,192670.85128333408,553949.229983333,-130077.79879050028
145,1,250,250.0,1.1000000000000227,31250.0,-7222.489999999995,7497.489999999992,0.6049999999938791,2604166.6666666665,-889576.1766666666,-26470.146666666493,222398.70803333243,950421.323333332,-452742.15506666637,230494.6970333325,0.22183333323482657
146,1,262,262.0,69.87,34322.0,6804.7249999999985,11501.215000000017,2440.9084500000026,2997454.6666666646,945890.815,-108943.67999999975,205278.16459999987,1561131.0050000008,64889.80655000003,369350.04275000055,56848.75780049991
147,1,206,206.0,1.1099999999999,21218.0,-8743.52500000002,8972.18499999999,0.6160499999959939,1456969.333333334,-938628.5250000013,76090.89999999957,277319.82830000046,886089.6049999989,-564344.9693499999,287152.0473499996,0.22793849999288796
148,1,278,278.0,-54.289999999999964,38642.0,-8335.995,-6756.625000000002,1473.7020499999974,3580825.333333329,-1276608.6983333298,235810.78666666502,260830.44721666706,-1057076.2683333333,-69099.72588333391,217958.4485666668,-26669.09476483321
149,1,288,288.0,0.8099999999999454,41472.0,-7847.445000000002,8080.724999999992,0.3280499999969919,3981311.999999994,-1102106.775000001,-55850.609999999564,240957.90468333216,1191549.7049999998,-488272.23981666623,247408.81353333223,0.08857349980603146
150,0,195,195,0.22,19012.5,-7923.67,7966.57,0.0242,1235812.5,-764405.1033,-16305.44333,248014.0738,784893.2967,-497771.3549,249762.0002,0.001774666
151,0,140,140,-92.25,9800,-4536.225,-8378.775,4255.03125,457333.3333,-301142.855,-32785.79,145774.7628,-570121.355,126917.2308,323012.3815,-130842.2109
152,0,12,12,71.04,72,493.65,358.83,2523.3408,288,2678.8,566.2,14421.93698,1869.88,6225.022033,9633.130583,59752.71014
153,0,27,27,-0.15,364.5,1554.675,-1558.725,0.01125,3280.5,21788.345,-1600.465,61767.26258,-20242.555,-123767.7264,62000.76758,-0.0005625
154,0,57,57,-48.44,1624.5,-1483.95,-1277.13,1173.2168,30865.5,-44742.00333,4898.856667,45604.24445,-38847.63333,-19325.9509,40595.06405,-18943.5406
155,0,71,71,-37.95,2520.5,2234.985,-4929.435,720.10125,59651.83333,69177.585,20328.765,67147.16972,-185159.325,-219112.0202,203092.0392,-9109.280812
156,0,74,74,-37.19,2738,2091.725,-4843.785,691.54805,67537.33333,71273.39167,12240.86667,63451.34342,-185340.4783,-204693.9396,192417.1519,-8572.89066
157,0,29,29,5.51,420.5,-419.635,579.425,15.18005,4064.833333,-5816.291667,-536.8316667,14795.56948,8670.078333,-31903.32782,17547.97978,27.88069183
158,0,27,27,-51.17,364.5,-398.995,-982.595,1309.18445,3280.5,-6585.308333,2397.751667,13051.53803,-14463.90833,-5686.501917,27982.94403,-22330.32277
159,0,28,28,-55.2,392,-1083.11,-462.49,1523.52,3658.666667,-16249,2170.92,33787.61882,-7560.32,-7787.565633,16658.50682,-28032.768
160,0,123,123,-55.74,7564.5,-3100.64,-3755.38,1553.4738,310144.5,-173139.68,-35099.36,94171.01242,-213406.19,-15512.35123,112418.6162,-28863.5432
161,0,26,26,-55.14,338,-614.28,-819.36,1520.2098,2929.333333,-7332.01,-1307.26,18366.92075,-9998.05,-2862.4423,24020.97635,-27941.45612
162,0,25,25,51.61,312.5,932.585,357.665,1331.79605,2604.166667,10470.07167,2374.481667,25475.01297,3283.571667,-2819.314083,10639.20237,22911.33138
163,0,143,143,6.81,10224.5,-3162.905,4136.735,23.18805,487367.8333,-211195.785,-29903.845,103325.3291,310728.475,-228190.0411,128180.6033,52.6368735
164,0,21,21,0.56,220.5,-481.72,493.48,0.1568,1543.5,-5284.996667,453.8733333,15078.17632,4954.603333,-30426.11583,15351.23232,0.029269333
165,0,4,4,-67.82,8,-119.56,-151.72,2299.7762,10.66666667,-163.2433333,-151.7533333,2814.642767,-227.5633333,2479.273667,3905.188367,-51990.27396
166,0,15,15,105.62,112.5,973.61,610.69,5577.7922,562.5,8092.893333,-1581.636667,39841.85973,5370.993333,23148.96873,20676.05453,196375.4707
167,0,77,77,0.23,2964.5,-2359.275,2376.985,0.02645,76088.83333,-78082.40167,-25499.37167,77051.75603,104263.6083,-154646.1453,77596.42593,0.002027833
168,0,18,18,-67.79,162,-656.585,-563.635,2297.74205,972,-5423.128333,-972.2733333,18250.47383,-4586.578333,8008.949483,15099.93358,-51921.31119
169,0,9,9,38.06,40.5,599.1,-256.56,724.2818,121.5,2580.833333,230.2333333,23014.0079,-1269.636667,-23226.2698,6730.7981,9188.721769
170,0,17,17,12.85,144.5,-730.515,948.965,82.56125,818.8333333,-6314.948333,211.1416667,23396.81268,7960.631667,-56180.74312,34187.47168,353.6373542
171,0,29,29,55.82,420.5,633.24,985.54,1557.9362,4064.833333,11280.11333,-4196.266667,19683.80747,16388.46333,-4020.158133,29516.50047,28987.99956
172,0,127,127,58.1,8064.5,3284.37,4094.33,1687.805,341397.1667,219329.7333,-21544.47667,98565.86223,270762.1933,-6309.827467,122095.2002,32687.15683
173,0,116,116,87.16,6728,7134.69,2975.87,3798.4328,260149.3333,403075.2967,21473.44667,270860.8117,161863.7367,80137.95703,89619.43608,110357.1343
174,0,7,7,-70.92,24.5,-315,-181.44,2514.8232,57.16666667,-820.3,-564.4,10446.75127,-352.84,1446.297467,5710.713667,-59450.42045
175,0,11,11,2.44,60.5,309.72,-282.88,2.9768,221.8333333,1674.026667,58.86666667,8447.835367,-1585.273333,-16139.95393,7724.863367,2.421130667
176,0,25,25,57.91,312.5,710.785,736.965,1676.78405,2604.166667,7330.361667,3108.901667,21273.46817,7657.611667,-1385.376983,22031.51007,32367.52145
177,0,21,21,-38.58,220.5,511.96,-1322.14,744.2082,1543.5,4512.9,1725.36,12470.28007,-14745.15,-44691.97693,47850.06907,-9570.517452
178,0,8,8,-6.29,32,-131.685,81.365,19.78205,85.33333333,-276.8183333,-499.8433333,3756.781083,575.3816667,-6685.263517,3086.738833,-41.47636483
179,0,155,155,-48.6,12012.5,-3489.33,-4043.67,1180.98,620645.8333,-296433.02,52019.89,113134.0141,-339394.37,-56686.59013,126604.4761,-19131.876
180,0,17,17,-6.22,144.5,-564.05,458.31,19.3442,818.8333333,-4903.996667,219.1433333,14152.76435,3786.063333,-24797.1377,10973.22475,-40.10697467
181,0,21,21,70.53,220.5,383.135,1097.995,2487.24045,1543.5,4634.175,-1222.515,12525.48957,12140.205,1971.532417,37735.02747,58475.02298
182,0,14,14,-57.83,98,-170.735,-638.885,1672.15445,457.3333333,-1075.388333,-239.5133333,4447.863333,-4352.438333,977.8783833,17984.42058,-32233.56395
183,0,18,18,12.75,162,-383.065,612.565,81.28125,972,-3964.345,1033.52,10396.35755,4996.325,-25676.79385,16743.4988,345.4453125
184,0,9,9,12.15,40.5,-311.485,420.835,73.81125,121.5,-1377.765,-47.835,10939.03482,1917.675,-25662.61238,15387.87882,298.9355625
185,0,46,46,-86.92,1058,-1359.28,-2639.04,3777.5432,16222.66667,-30775.18667,-976.5066667,38788.9889,-60209.66667,40570.6398,94407.3585,-109448.0183
186,0,165,165,0.9,13612.5,5081.84,-4933.34,0.405,748687.5,411761.52,14980.56,148369.6727,-414490.83,-292165.6895,143862.8417,0.1215
187,0,83,83,-12.16,3444.5,-3493.54,2484.26,73.9328,95297.83333,-162777.5967,35591.37333,111684.1981,85301.10333,-180886.9498,75339.17412,-299.6742827
188,0,85,85,0.75,3612.5,4963.775,-4900.025,0.28125,102354.1667,212681.865,-3442.855,189598.4483,-206529.635,-375474.0654,185899.5233,0.0703125
189,0,177,177,19.28,15664.5,-4415.66,7828.22,185.8592,924205.5,-395812.0967,10052.37333,137702.74,687771.2833,-360539.4048,255733.7432,1194.455125
190,0,21,21,93.07,220.5,1321.715,632.755,4331.01245,1543.5,12602.69167,2550.631667,53199.11405,5368.611667,16613.78695,21138.36045,134362.4429
191,0,94,94,-92.9,4418,-2448.07,-6284.53,4315.205,138430.6667,-116538.3433,2958.106667,73468.63843,-296851.9633,80488.42613,251672.2054,-133627.5148
192,0,21,21,-0.19,220.5,-875.025,871.035,0.01805,1543.5,-11012.91167,3650.298333,30454.63177,7320.718333,-60743.00878,30288.75607,-0.001143167
193,0,37,37,-0.71,684.5,1985.165,-2011.435,0.25205,8442.166667,36365.26167,720.5816667,73307.55075,-37571.83833,-148024.5687,74726.34375,-0.059651833
194,0,6,6,-105.63,18,-277.185,-356.595,5578.84845,36,-468.295,-726.52,10726.41055,-706.525,7826.23045,14920.4497,-196431.2539
195,0,261,261,0.35,34060.5,6615.665,-6524.315,0.06125,2963263.5,796300.8483,134086.8683,202212.5238,-918466.5417,-402109.5648,199913.0273,0.007145833
196,0,108,108,0.61,5832,-3319.025,3384.905,0.18605,209952,-172446.4283,-13561.84333,94008.32937,189565.7917,-190041.264,96053.02802,0.037830167
197,0,9,9,-35.27,40.5,192.965,-510.395,621.98645,121.5,983.9616667,-231.2383333,6615.563883,-2181.158333,-20037.00332,19019.31748,-7312.487364
198,0,19,19,-0.16,180.5,-701.76,698.72,0.0128,1143.166667,-7938.046667,2542.653333,21044.08352,5366.513333,-41975.88543,20932.04512,-0.000682667
199,0,19,19,-6.23,180.5,-688.115,569.745,19.40645,1143.166667,-7506.038333,1937.891667,20959.72927,4443.631667,-37632.50208,17041.49537,-40.30072783
200,0,11,11,57.8,60.5,346.64,289.16,1670.42,221.8333333,1847.243333,118.5533333,7674.953267,1531.103333,4685.885467,6013.781267,32183.42533
201,0,5,5,-0.54,12.5,144.73,-147.43,0.1458,20.83333333,518.1,-312.55,4859.802483,-212.3,-9797.759167,4938.685683,-0.026244
202,0,16,16,0.32,128,-863.06,868.18,0.0512,682.6666667,-7613.006667,1417.053333,31656.9952,6236.913333,-63590.1696,31933.9936,0.005461333
203,0,23,23,-6.44,264.5,-677.69,529.57,20.7368,2027.833333,-7998.703333,410.5366667,19767.15558,5884.786667,-35169.98757,15879.77838,-44.51499733
204,0,7,7,-2.55,24.5,8.425,-26.275,3.25125,57.16666667,168.155,-277.335,3853.397533,46.705,-7728.278817,3897.640033,-2.7635625
205,0,4,4,86.78,8,264.92,82.2,3765.3842,10.66666667,456.8833333,145.9133333,9896.421433,91.44333333,3196.914733,1968.200633,108920.0136
206,0,25,25,-70.73,312.5,-929.995,-838.255,2501.36645,2604.166667,-11004.81833,-1240.238333,27944.31173,-9858.068333,9889.922883,24699.92663,-58973.883
207,0,140,140,-35.69,9800,3321.675,-8318.275,636.88805,457333.3333,227376.9717,10280.55667,105497.1639,-587419.5283,-329544.9086,313212.0717,-7576.844835
208,0,165,165,0.57,13612.5,-5273.835,5367.885,0.16245,748687.5,-464271.115,58359.455,160815.5122,413670.785,-324637.1104,163848.4024,0.0308655
209,0,23,23,12.41,264.5,-564.505,849.935,77.00405,2027.833333,-5250.901667,-2481.811667,16796.5816,11015.15833,-40598.67025,25573.1818,318.5400868
210,0,181,181,0.57,16380.5,-5898.285,6001.455,0.16245,988290.1667,-538596.365,9603.145,184749.8705,538330.105,-372861.7634,188141.2964,0.0308655
211,0,29,29,0.17,420.5,1866.645,-1861.715,0.01445,4064.833333,23902.91833,6326.868333,73901.05238,-30158.30167,-147484.7751,73584.14178,0.000818833
212,0,27,27,-51.61,364.5,-617.195,-776.275,1331.79605,3280.5,-8543.191667,422.1183333,19205.0584,-10690.77167,-6556.68285,23310.1178,-22911.33138
213,0,22,22,0.2,242,-406.81,411.21,0.02,1774.666667,-3331.326667,-2287.166667,10377.37815,5666.893333,-20836.1183,10459.18015,0.001333333
214,0,74,74,-49.39,2738,-2244.785,-1410.075,1219.68605,67537.33333,-70902.17167,-24309.74667,65209.53702,-40017.90167,-19549.14288,44596.37357,-20080.098
215,0,70,70,0.37,2450,-1999.385,2025.285,0.06845,57166.66667,-68041.83833,-3873.273333,63656.63842,72821.61167,-128053.0493,64401.20237,0.008442167
216,0,12,12,-86.85,72,-285.115,-757.085,3771.46125,288,-1928.625,435.87,9979.865433,-4760.445,4802.506883,30475.16268,-109183.8032
217,0,48,48,-34.59,1152,976.525,-2636.845,598.23405,18432,26387.595,-5901.99,33900.73318,-60333.285,-101579.4661,96393.96733,-6897.638596
218,0,7,7,2.61,24.5,106.055,-87.785,3.40605,57.16666667,260.885,220.615,2254.681367,-417.555,-4232.559183,2001.720167,2.9632635
219,0,160,160,38.22,12800,9997.53,-3882.33,730.3842,682666.6667,815827.78,-32050.76,382506.817,-294561.02,-382908.0373,117262.6924,9305.094708
220,0,7,7,50.4,24.5,188.01,164.79,1270.08,57.16666667,472.57,370.93,4543.060683,391.3,389.5826333,3957.916683,21337.344
221,0,54,54,12.78,1458,-1822.44,2512.56,81.6642,26244,-45163,-8085.76,58156.99598,71882,-139604.7752,85857.64598,347.889492
222,0,179,179,51.74,16020.5,4597.93,4663.53,1338.5138,955889.8333,420718.1133,-18406.75667,140225.7776,426589.3133,-42554.6569,141922.8495,23084.90134
223,0,6,6,70.09,18,171.135,249.405,2456.30405,36,418.5416667,189.7266667,4583.6437,653.3516667,2827.56475,7326.61585,57387.45029
224,0,5,5,-51.11,12.5,-103.645,-151.905,1306.11605,20.83333333,-237.2383333,-43.74833333,2806.26385,-357.8883333,-315.23175,4039.54815,-22251.86377
225,0,165,165,4.11,13612.5,5511.715,-4833.565,8.44605,748687.5,459915.675,-10398.375,164037.9701,-393569.925,-305422.7916,142778.4197,11.5710885
226,0,29,29,51.17,420.5,928.475,555.455,1309.18445,4064.833333,16815.18833,-6704.601667,28110.72267,11406.39833,-8711.379583,18567.00597,22330.32277
227,0,23,23,0.15,264.5,-519.995,523.445,0.01125,2027.833333,-6223.355,486.825,14780.63522,5776.205,-29639.26968,14858.89322,0.0005625
228,0,43,43,-57.73,924.5,-1418.955,-1063.435,1666.37645,13251.16667,-29485.20167,-2044.661667,43272.06802,-21841.52167,-4627.863883,33009.98322,-32066.63749
229,0,15,15,-68.75,112.5,-872.955,-158.295,2363.28125,562.5,-6202.168333,-689.9883333,34772.05452,-842.2183333,-9528.452783,10205.61702,-54158.52865
230,0,124,124,-70.28,7688,-5103.88,-3610.84,2469.6392,317770.6667,-324014.2533,15147.38667,153075.1941,-231445.7733,52550.29817,100609.7685,-57855.41433
231,0,35,35,-70.85,612.5,-1911.135,-568.615,2509.86125,7145.833333,-32554.32833,-1781.068333,70433.5954,-9060.228333,-5463.27605,22874.8244,-59274.55652
232,0,26,26,0.01,338,-1082.695,1082.955,5.00E-05,2929.333333,-14726.01833,1301.966667,36124.7272,13427.43167,-72260.28135,36135.55545,1.67E-07
233,0,7,7,-3.07,24.5,93.225,-114.715,4.71245,57.16666667,652.7183333,-652.8616667,4563.8624,-75.07166667,-9413.92555,4883.0503,-4.822407167
234,0,26,26,-6.51,338,-925.715,756.455,21.19005,2929.333333,-13352.175,2635.76,25816.38672,8516.035,-45606.36878,20340.92337,-45.9824085
235,0,12,12,19.84,72,-13.24,251.32,196.8128,288,-70.47333333,-17.93333333,3683.646017,1516.886667,-7629.973633,6308.081217,1301.588651
236,0,273,273,-105.12,37264.5,-12268.35,-16429.41,5525.1072,3391069.5,-1578125.03,-193009.49,408012.8303,-2146109.72,473623.2913,626718.144,-193599.7563
237,0,27,27,54.43,364.5,901.305,568.305,1481.31245,3280.5,10991.11167,2353.011667,23365.70477,6495.611667,2326.621617,14303.10977,26875.94555
238,0,93,93,-37.72,4324.5,2660.8,-6168.76,711.3992,134059.5,134282.0933,-21109.78667,78783.11712,-276292.4467,-257931.6102,245308.6187,-8944.659275
239,0,11,11,-51.29,60.5,-153.875,-410.315,1315.33205,221.8333333,-675.9983333,-340.6283333,5178.40445,-2086.418333,-2464.56015,11754.80825,-22487.79361
240,0,49,49,12.9,1200.5,-1260.4,1892.5,83.205,19608.16667,-40210.17,18660.74,39425.92965,37035.88,-95111.0193,59762.13465,357.7815
241,0,8,8,-69.44,32,-254.89,-300.63,2410.9568,85.33333333,-500.3833333,-1038.353333,8511.081233,-683.3433333,677.3991333,10099.17403,-55805.6134
242,0,193,193,0.73,18624.5,-4269.405,4410.295,0.26645,1198176.167,-364924.5983,-94145.96833,131036.0886,472666.4517,-265188.8429,134204.1791,0.064836167
243,0,4,4,38.1,8,94.95,57.45,725.805,10.66666667,195.82,-11.84,1442.918017,120.82,731.7589667,728.5430167,9217.7235
244,0,6,6,-106.01,18,-252.965,-383.095,5619.06005,36,-739.6183333,-38.55333333,7869.551833,-1130.008333,11077.71598,14767.09248,-198558.852
245,0,35,35,92.71,612.5,2174.905,1069.945,4297.57205,7145.833333,37337.69167,1446.291667,85652.13167,18000.89167,30331.17922,34431.71087,132809.3016
246,0,9,9,-92.95,40.5,-246.735,-589.815,4319.85125,121.5,-965.0716667,-290.4716667,7149.629883,-2508.931667,8634.758483,23094.27288,-133843.3912
247,0,13,13,-86.77,84.5,-373.155,-754.855,3764.51645,366.1666667,-2477.051667,103.0883333,12921.53675,-4958.101667,6535.58585,29481.59125,-108882.3641
248,0,161,161,-35.24,12960.5,4824.52,-10498.16,620.9288,695546.8333,345748.3867,85250.94667,144910.6038,-887727.3533,-459837.2924,414896.2254,-7293.843637
249,0,6,6,68.47,18,244.555,166.265,2344.07045,36,827.8316667,-188.3333333,7428.72605,592.9616667,1887.22875,4748.4679,53499.50124
250,0,29,29,-6.09,420.5,-586.845,410.235,18.54405,4064.833333,-10679.775,4341.045,16402.06157,3777.885,-29230.23708,13365.95297,-37.6444215
251,0,9,9,6.07,40.5,-135.185,189.815,18.42245,121.5,-769.8383333,323.0116667,3821.49535,692.6616667,-8463.56365,4807.87035,37.27475717
252,0,34,34,93.23,578,2181.985,987.835,4345.91645,6550.666667,33240.58833,7706.313333,87132.11342,12940.03833,29162.23472,31466.81117,135056.5969
253,0,16,16,6.07,128,-329.795,426.915,18.42245,682.6666667,-1677.928333,-1920.863333,9311.045017,4375.751667,-20623.94568,11607.65987,37.27475717
254,0,130,130,-5.04,8450,-4319.26,3664.06,12.7008,366166.6667,-260107.15,-41289.5,132770.9382,258808.65,-243772.806,112652.9718,-21.337344
255,0,29,29,0.4,420.5,-1027.19,1038.79,0.08,4064.833333,-15075.45333,362.3966667,33586.58978,14881.25667,-67584.05557,33999.78578,0.010666667
256,0,58,58,48.68,1682,1569.46,1253.98,1184.8712,32518.66667,45345.96333,336.7533333,47382.79502,36197.04333,-18364.27723,39704.01182,19226.51001
257,0,39,39,0.05,760.5,826.995,-825.045,0.00125,9886.5,16009.22833,234.3483333,26840.61277,-16205.55167,-53639.87578,26799.31177,2.08E-05
258,0,19,19,0.07,180.5,1110.525,-1109.195,0.00245,1143.166667,11347.67167,-1595.368333,45619.528,-9739.668333,-91161.31925,45541.8378,5.72E-05
259,0,122,122,12.65,7442,-3640.665,5183.965,80.01125,302641.3333,-224882.5417,5603.953333,117069.6343,313419.8883,-280193.6808,172885.419,337.3807708